sample_id,status,max_ram_kb,exec_time_ms,avg_cpu_percent,failed_to_parse,exit_status,nodes,edges,mccabe,density,max_out_degree,max_in_degree,avg_out_degree,avg_in_degree,branching_nodes,merge_nodes,entry_points,exit_points,islands,cycles,detected_entry,reachable_nodes,total_nodes,coverage_percent,max_depth,orphan_nodes
Contract_0xcd3c4bd77a8bcc26d881af6d62e86b2b17f2f29f.evm,ok,53644,1990,98.99,false,,321,341,22,0.0033,4,4,1.06,1.06,135,16,2,118,1,true,"""0x0""",320,321,99.69,31,1
Contract_0xcdac39c49715f1caf3d36d3ccd9d8f7c9f7af91f.evm,ok,35640,700,98.57,false,,54,56,4,0.0196,2,2,1.04,1.04,23,5,3,21,1,false,"""0x0""",21,54,38.89,5,1
Contract_0xcdb74bdc2a54a57aba7b3ea9f29ddd3b677594ea.evm,ok,237000,15770,99.87,false,,892,1636,746,0.0021,45,26,1.83,1.83,404,75,5,361,1,true,"""0x0""",883,892,98.99,29,1
Contract_0xce41daf5754db54be676dea3300af0cfb36d23ed.evm,ok,37100,1050,99.05,false,,80,100,22,0.0158,3,3,1.25,1.25,32,19,2,13,1,true,"""0x0""",79,80,98.75,20,1
Contract_0xce6bc00c19451409a9c8714743c7c8f3f741be92.evm,ok,40316,1060,99.06,false,,146,161,17,0.0076,4,4,1.10,1.10,57,12,2,45,1,true,"""0x0""",145,146,99.32,19,1
Contract_0xcecef42049490d56a0b52dfc9b74c37856b18d48.evm,ok,41080,900,98.89,false,,151,153,4,0.0068,2,3,1.01,1.01,65,3,2,63,1,true,"""0x0""",150,151,99.34,31,1
Contract_0xcf2d7bb46dc2fb67574ad6959b684ec5b7924c61.evm,ok,86504,5890,99.83,false,,801,999,200,0.0016,6,6,1.25,1.25,319,154,2,129,1,true,"""0x0""",800,801,99.88,63,1
Contract_0xcf369852f4149421f94b31a2530761da8bd9a870.evm,ok,43152,1580,99.37,false,,161,180,21,0.0070,2,3,1.12,1.12,57,18,2,38,1,true,"""0x0""",160,161,99.38,24,1
Contract_0xcf5e0469e9a31fe22671745f9af6a2763a0b1ca5.evm,ok,98884,24210,99.63,false,,244,377,135,0.0064,24,11,1.55,1.55,82,62,3,47,1,true,"""0x0""",222,244,90.98,23,1
Contract_0xd0861c17246855b43da54df3715b4dc9ef4e3217.evm,ok,65144,5790,99.83,false,,235,264,31,0.0048,6,6,1.12,1.12,94,23,4,74,3,true,"""0x0""",232,235,98.72,27,3
Contract_0xd09f34960c37da3a8602f0847ce5ac8f7b393d99.evm,ok,37352,1070,99.07,false,,87,101,16,0.0135,5,5,1.16,1.16,33,10,2,22,1,true,"""0x0""",86,87,98.85,13,1
Contract_0xd0a31ebde1a84627cd4f26c9e8562b48b763e5e2.evm,ok,43548,6020,100.00,false,,172,192,22,0.0065,5,5,1.12,1.12,72,9,2,55,1,true,"""0x0""",171,172,99.42,36,1
Contract_0xd10c82d129d7f7ec317648914590162be3287d3b.evm,ok,85532,9650,99.90,false,,337,494,159,0.0044,12,21,1.47,1.47,137,39,2,74,1,true,"""0x0""",336,337,99.70,44,1
Contract_0xd1b1526792ad0bc88e962a2431bc2e374ab6eaba.evm,ok,42032,1150,99.13,false,,172,187,17,0.0064,4,4,1.09,1.09,67,13,2,54,1,true,"""0x0""",169,172,98.26,24,0
Contract_0xd1ed0243437914c9c00e052e13c09c7d28db441d.evm,ok,65776,4060,99.75,false,,291,336,47,0.0040,11,14,1.15,1.15,122,19,2,92,1,true,"""0x0""",290,291,99.66,37,1
Contract_0xd2225c6eb3e8a102370fb38a89cce2094f74658f.evm,ok,42904,1280,99.22,false,,185,202,19,0.0059,4,4,1.09,1.09,70,14,2,56,1,true,"""0x0""",184,185,99.46,25,1
Contract_0xd226d019810e9776d8ca19b6e780272c7e2a6c7c.evm,ok,471080,32000,99.78,false,,,,,,,,,,,,,,,,,,,,,,,
Contract_0xd32e8e8f3839ec7b889da60fad9826e69adeaa2d.evm,ok,43692,1350,92.59,false,,155,162,9,0.0068,5,5,1.05,1.05,66,5,2,62,1,true,"""0x0""",154,155,99.35,43,1
Contract_0xd3563d17d427c8d8b87b52f99e9af697c0d46b93.evm,ok,44396,1350,99.26,false,,198,220,24,0.0056,6,6,1.11,1.11,79,15,2,63,1,true,"""0x0""",197,198,99.49,26,1
Contract_0xd3da1c07595c416d6bdb3b2e67f541c1a90d6213.evm,ok,50100,2290,100.00,false,,210,256,48,0.0058,5,5,1.22,1.22,81,30,2,53,1,true,"""0x0""",209,210,99.52,18,1
Contract_0xd40355b17643bc26554c9a9bbc95b5cabd92c2cd.evm,ok,259112,26030,99.88,false,,,,,,,,,,,,,,,,,,,,,,,
Contract_0xd4bf86c97d69b096c74374dae23821eaff6a666d.evm,ok,42076,1170,98.29,false,,170,185,17,0.0064,4,4,1.09,1.09,66,13,2,53,1,true,"""0x0""",169,170,99.41,24,1
Contract_0xd4f7798b78af5064f79b9a8a8c65185905c69859.evm,ok,92844,12670,99.37,false,,256,373,119,0.0057,13,13,1.46,1.46,97,53,4,50,3,true,"""0x0""",252,256,98.44,23,2
Contract_0xd4fde75729c5d646e4ce35ad81411da498a69885.evm,ok,53068,13890,99.86,false,,88,126,40,0.0165,8,8,1.43,1.43,34,17,2,19,1,true,"""0x0""",87,88,98.86,16,1
Contract_0xd56c63dccc31954ffc81dbf384967d6e37593394.evm,ok,42900,1250,99.20,false,,185,202,19,0.0059,4,4,1.09,1.09,70,14,2,56,1,true,"""0x0""",184,185,99.46,25,1
Contract_0xd63495461cA711d59e480AC5c3827B7f7C334Fb3.evm,ok,88596,8510,99.76,false,,455,505,52,0.0024,4,7,1.11,1.11,213,32,2,174,1,true,"""0x0""",454,455,99.78,49,1
Contract_0xd6737002b4125b9a3f47Bc3f3d796CDeFcfbC922.evm,ok,69468,2930,99.32,false,,244,351,109,0.0059,15,15,1.44,1.44,90,49,2,53,1,true,"""0x0""",243,244,99.59,16,1
Contract_0xd69015163e250a70ee4a607812afda5372132cc4.evm,ok,33320,540,98.15,false,,36,35,1,0.0278,2,2,0.97,0.97,14,2,3,15,2,false,"""0x0""",32,36,88.89,8,1
Contract_0xd6a59016d2463ebe97e2156f5b87090b5648614a.evm,ok,48828,2440,100.00,false,,246,281,37,0.0047,5,5,1.14,1.14,108,33,2,76,1,true,"""0x0""",245,246,99.59,28,1
Contract_0xd6fc31c2e6ac6a95dcf95a3f23e842cf52af58e9.evm,ok,51212,2490,99.60,false,,224,304,82,0.0061,8,11,1.36,1.36,94,30,2,48,1,true,"""0x0""",223,224,99.55,15,1
Contract_0xd74ca67f1100169df149799ad57549bcfa08bcc7.evm,ok,71800,7350,99.73,false,,281,530,251,0.0067,14,19,1.89,1.89,119,51,2,72,1,true,"""0x0""",280,281,99.64,16,1
Contract_0xd75b02dc969182fd9a8cbc4f12f3502c61802747.evm,ok,37688,820,98.78,false,,114,124,12,0.0096,2,4,1.09,1.09,49,9,2,39,1,true,"""0x0""",111,114,97.37,14,0
Contract_0xd78b2d8e9088ebf88535e2255d86003ce484cc28.evm,ok,42880,1280,99.22,false,,185,202,19,0.0059,4,4,1.09,1.09,70,14,2,56,1,true,"""0x0""",184,185,99.46,25,1
